ms_ssim_score_corrected,ssim_score,psnr_score,mse_score,nrmse_score
0.96548855,0.9014452361048907,31.144879732450676,0.0014794944044963228,0.19106787766852587
0.95565474,0.8590263724692613,27.97376846294832,0.0024164299643298632,0.21448200208323842
0.87933195,0.702130276607224,24.912606477054858,0.0022847870627175806,0.3483346206847915
0.9100248,0.7664038017314342,24.51145311357967,0.0036271527112017206,0.19642570691473565
0.9616827,0.9094945304441452,30.426453845077116,0.0015412850729945634,0.24214370287817774
0.9503316,0.8727936270706653,27.844378877352582,0.004682757339412368,0.225703661157997
0.9687304,0.8986726863293052,28.520475579058523,0.0016999969511172154,0.1540671683179846
0.8125159,0.5322820855297473,18.871777590572115,0.006581629851232307,0.4900900123910608
0.93424964,0.7726649217451098,26.980154028894397,0.0006752291211320383,0.28606495758910017
0.9380162,0.8208265697765574,26.041895060768965,0.00506366793548667,0.33176999700972964
0.92975783,0.7912558814817896,28.04311795023341,0.000385012578937379,0.23821963436128046
0.9585488,0.8807193515915871,28.858727274301565,0.004364211755328879,0.17706909124540446
0.9614279,0.882233765099883,28.416727212676314,0.002225150303309895,0.18668055041443127
0.8653217,0.6721258689913621,23.439618161493744,0.0064923563091169,0.304006103701072
0.94294566,0.8315946437288402,27.433101176815327,0.0033225677848394515,0.2810967785296003
0.915401,0.789335311506331,26.365950463256127,0.001819176971455554,0.18196384289473258
0.94006586,0.836433439295277,26.886038218141877,0.0017089102879015766,0.20977784334926847
0.924723,0.825457539353013,26.89042572698068,0.003395600240786844,0.42408508474709117
0.9461058,0.8519636681462192,29.120575190038238,0.0023040439352860625,0.18572508876177393
0.8364382,0.6529338509467942,18.950481752968805,0.005437061003367546,0.47241135155663405
0.95921487,0.8679321964779347,28.725306468929496,0.004164905281434378,0.16380103885837255
0.965568,0.9005065265173912,29.888687725385516,0.0013836535091269304,0.1489295103470944
0.93860996,0.8478110324729718,28.790455821417183,0.0017033916958978097,0.1917319728933527
0.94395876,0.8522475598646813,26.65527044455352,0.0017844504797687403,0.207456285882
0.9475911,0.8471518435792923,27.65443791178672,0.00190697807408182,0.162048727353128
0.91986847,0.7659703653621194,27.151868418409364,0.0013266455764687705,0.34893148571975724
0.9412943,0.8509895874483362,27.2598047836587,0.003966237132914496,0.1888964321449946
0.95834196,0.8501313374131602,27.019795582910263,0.004535473604033309,0.25334422230188336
0.90653807,0.7596646098278761,25.668851428132836,0.0025567170716440887,0.2836470985200004
0.9537077,0.8580980833258852,28.338407874520467,0.0031207685364478947,0.2214034333048696
0.92725605,0.8078229873106461,26.5762011321603,0.0016890036981383684,0.24998482859188034
0.9148966,0.7947748228380457,25.939311733438878,0.004488691734539469,0.3712350668104494
0.9411512,0.8268294158934951,27.865184446409895,0.004021124352338797,0.20319564632911663
0.9302229,0.801471122021515,28.15315144311186,0.0024261111672964795,0.22292560876773163
0.88849604,0.7088240869206479,26.215154272885812,0.0018400203885515017,0.30456417945790476
0.81685543,0.35452316390624783,20.402748761591223,0.004232207888240915,0.4681804618046543
0.93825686,0.8226944853934013,26.630706295899493,0.005618883435814162,0.19255528774297404
0.929784,0.8128317938551903,29.7852345124242,0.0009986591843779017,0.21239967267581275
0.9498279,0.8710400072457194,30.076313836083003,0.0009572771397212982,0.1838441394446535
0.83009785,0.554384783662694,18.32006762899988,0.005011400528440636,0.4784973549912104
0.95170915,0.8461103139279951,28.73755959009213,0.0018639151070684557,0.3101519881302932
0.9647963,0.8570509200891722,26.626009984200934,0.0037731376176728965,0.22473780225669318
0.9470339,0.836843219268322,27.748928945742172,0.0026177453653988664,0.2658894349745001
0.9397762,0.8379724157494902,29.44000202902962,0.0015603054039962858,0.23713710840797406
0.9381361,0.8369377833993434,25.618451966091,0.016121822066753774,0.3451112752438858
0.96481633,0.8608485597072244,26.868209715080265,0.005344093220848543,0.2565133340181849
0.91240394,0.8041502853490412,26.36601940493208,0.0021717224482440964,0.4006898745015119
0.8433764,0.6249493168151176,20.877019099434264,0.005059472655408051,0.3464479885483691
0.87557924,0.631863992297369,23.18641284727072,0.004358480184377043,0.43631182742461155
0.94716305,0.8531673114136233,29.614377452089823,0.0030130990861281528,0.22342151679315725
0.91722006,0.7842504706610334,25.741225882786445,0.004482527631601788,0.26090651507015505
0.93668526,0.8217074091039002,27.321046982035995,0.00228145653845029,0.23345283148571616
0.9665642,0.905713120126775,29.429393888897025,0.0006814302509334307,0.25081132990760785
0.9595212,0.8318789191528545,28.140886675321095,0.003393748214942134,0.23592406674972938
0.9383169,0.8352912782811132,28.429307625817057,0.002831245861541482,0.19480768198630263
0.93964964,0.8498800745131969,27.790336536369335,0.003102308665338867,0.1772856787571682
0.8986664,0.7564662027188558,23.28327237619183,0.004112167345728116,0.3942294948039529
0.94789875,0.8329188174319864,27.386807823147805,0.0010826545266122592,0.2863435163985962
0.87747717,0.6997211497656158,24.12016405150637,0.004921905353067921,0.26856006523420856
0.9483874,0.8331093520835806,26.83207567933816,0.00553631724322793,0.26316651244255124
0.9419198,0.8282113636984378,30.02279183247571,0.0011108371275924953,0.17688014776254707
0.89178854,0.7323779888772529,26.522799281743545,0.0027568222679303284,0.40340623914092266
0.82898563,0.5711328537115657,18.930413515947052,0.0060925643620322574,0.4715298468988487
0.8824013,0.7253252017512322,23.85963616450748,0.0033634166209983427,0.3081060551636205
0.94542044,0.8468086358636021,28.926660690580288,0.0030207825982875754,0.22370620191261065
0.9295962,0.8116257660390241,25.771515573378938,0.006963466844388305,0.26402895125800757
0.9256878,0.8178543068213463,25.711218471480098,0.003492968005161879,0.4212623253461696
0.93200046,0.8158075360794775,26.70640369166001,0.00449274099378594,0.32021303691657615
0.93718225,0.828622896170646,27.76653056813345,0.0013473724136787782,0.28346179081722767
0.9378469,0.8476848497904222,28.781149320084737,0.0017069873859743572,0.19193422975510274
0.95365566,0.8514848265945911,28.02370993232257,0.0025781327552198956,0.22458076699720303
0.89378476,0.7363948720250134,22.84404547719376,0.0037667805978117636,0.26095006329327497
0.94230187,0.8618825245788098,29.539337404029183,0.006737694949339306,0.3630522091632881
0.90751845,0.762123553136196,26.93351767504697,0.001970043339327638,0.24953155570776342
0.94963306,0.8347512113737464,26.797798072747074,0.005277067486460637,0.24684397980607312
0.91355956,0.7901177183040269,22.353305637161004,0.006592439390194082,0.29626077126719086
0.95643854,0.8900204895199463,26.795596402216383,0.0008707360940588079,0.28722319475134794
0.9724118,0.8614248220413402,27.834978736248264,0.002332758531680583,0.20402781984007784
0.8940473,0.7294462098667724,26.01771503532552,0.003163323273851886,0.3029747724903047
0.95535123,0.8567088048217595,28.42933531065213,0.002570966125619187,0.22426840774617157
0.94339114,0.8437612856624722,29.074973549541316,0.0027122680416768914,0.1649093736997433
0.9580967,0.8538176246431303,27.110123758872454,0.002308963956014088,0.2322963739384414
0.9440938,0.8495951818946302,27.542537831622305,0.0036960932335124747,0.2081173033249038
0.9521372,0.8774208538975194,28.57339259108536,0.004578624620497473,0.21353935534698051
0.95724773,0.8837176632098183,28.38661078766193,0.002770510522942393,0.20753982323572503
0.95329255,0.8430984068126474,26.490518487846764,0.0030339118123168707,0.21394216872621283
0.9622749,0.8947982332184314,29.713124172062564,0.0014019764829554045,0.18055753264450985
0.90393597,0.7569994199187867,24.178306739634323,0.004429099665619478,0.19998798141812965
0.9571452,0.8712785196859018,28.316200415191407,0.003032234025246233,0.1782079234504161
0.9306394,0.8062788388806916,24.83359402953052,0.0043042782653059455,0.270775316941438
0.9598449,0.8331145101271712,26.957729549267185,0.002224049033476701,0.22798487340337031
0.7293872,0.19933067936248855,17.610191210511243,0.004075207155463088,0.5810610869867224
0.81983435,0.6317162092468217,16.684140840236125,0.00936139309930148,0.46744488084035674
0.81810135,0.6573809801106285,20.47568631613609,0.009031048177424108,0.44120274500713136
0.91909945,0.7715052654023673,27.06018726837058,0.0013657207005155667,0.3540329216321062
0.93013597,0.8153998685207591,27.513820743591324,0.002754445286941335,0.208163463733929
0.8919805,0.7544067843173845,27.05146352091198,0.002102765894459618,0.26420712743365565
0.9610409,0.8917522755739671,30.613758244182524,0.003704287282488628,0.20344514494798063
0.91375184,0.7916123927027462,23.65516274517701,0.005542338946057258,0.32037510525313456
0.93870014,0.8274400960496068,27.53079782991863,0.0012540276860888006,0.27346658249189254
0.9574885,0.8759039780186256,27.98144371843599,0.0032023989989104825,0.18786298911810348
0.9710103,0.9205094401871114,31.78432543347943,0.0012562237841079924,0.18502425876771786
0.9288439,0.8134017705991193,25.904226996338554,0.005555947486268652,0.2476744663197944
0.9589544,0.8611442672719956,31.59990593559588,0.0006205381470917696,0.19361330545819072
0.96481377,0.8983618893661499,29.78178158306392,0.0013792544191600824,0.14869257390395166
0.9112216,0.7843294881078219,25.129902043271073,0.004507009877419435,0.3719917921051894
0.9270791,0.8020308414103687,25.630005913593003,0.00501103910522145,0.2873374678723628
0.89438987,0.7396905478740782,26.85614534937896,0.0010435177374070257,0.18738760978074123
0.95546776,0.8656705463604927,29.430348888998385,0.0109615885181253,0.33988166728918967
0.89295495,0.7303825964375555,25.17388013548603,0.005424439166190629,0.2676229242937824
0.9508513,0.8547993516271114,28.751913542104752,0.003955415667594629,0.23137224989406696
0.8970006,0.7052082571044425,24.433730365146214,0.0020953361209591816,0.31293928864175424
0.9570352,0.8688254881711006,29.755049859133578,0.010295632280393959,0.3293953801738043
0.9208168,0.7837107945771594,25.180718334140447,0.0018393537056412036,0.250148843728368
0.9334224,0.8279135238017552,26.394582415298757,0.002136979555637247,0.22493514929757943
0.93037665,0.8189640086692647,26.144576190809225,0.0016646496261612442,0.2953509460429296
0.94793665,0.8293150770189083,26.892616670885708,0.002610054144863971,0.2119286258542713
0.92166245,0.7952851885187137,23.17212906468848,0.004396235330184684,0.2964319632467981
0.9539419,0.8737619057265594,29.374841394751314,0.0019168071957962073,0.20935760872258805
0.86104167,0.6570706385168293,23.855623380822855,0.0014944295198084786,0.3287951185323201
0.91946054,0.7809052611471589,26.80359466540279,0.0005083205581821292,0.3528693994898033
0.9166912,0.763968251910598,24.83782660267238,0.006603324169874799,0.21678512787574222
0.9249662,0.7893640105016082,24.651722392908194,0.003717111912372957,0.3321783232026541
0.9336045,0.8277565688341856,25.309369452784047,0.0027981386571423418,0.20092319344002607
0.8948356,0.7422606941960247,21.410702921444216,0.004608407423815641,0.32998918977648506
0.92122835,0.8059909383058931,24.045252305243217,0.004407139852300081,0.281204137184614
0.8971122,0.7385850715146759,25.617106939825305,0.00481725576849701,0.25369331898095027
0.9753945,0.9303065987418685,33.81695376834837,0.0009465324014345052,0.21078748650955115
0.9631668,0.8874148983812705,28.055648020320557,0.003776408267009978,0.18605996673637606
0.9442512,0.8066967741220277,28.15707134297332,0.0006950645759209715,0.2772189453785287
0.9232085,0.8008662092520812,26.97180055853133,0.0010687365776587778,0.2273568293723815
0.9356577,0.8295807166531384,27.239678490305476,0.001090445952676656,0.2076787530351247
0.9399985,0.8376314446458221,27.053487188058043,0.0016719257080347301,0.20749539940131648
0.9395671,0.820836615662098,26.83127715548093,0.004276725309075385,0.29007288720849583
0.93003607,0.8244685597923398,26.425831623066372,0.0022823093243267184,0.2399425086858863
0.94231004,0.8433798574313224,25.844561735682397,0.0009019947599944573,0.23431961347479235
0.95663494,0.8071239404247017,27.638199812740147,0.0036307723255502985,0.25041664292311355
0.9294156,0.7947052826335971,24.575079336420885,0.005799196705723101,0.2591951020473563
0.8775112,0.6882520943895771,22.481984024939692,0.010279107792517523,0.25233251840797427
0.91955453,0.7901127167917471,26.523333105421592,0.002094567478795055,0.24973771128434163
0.9566406,0.8861885124870129,30.80722774097985,0.0021536924817185635,0.19603079785023494
0.9272718,0.7990655646578607,24.226655864189773,0.005487686680904146,0.25897962752154213
0.8154978,0.6157667905737683,19.75395310412343,0.0025251291031287825,0.42372637137224695
0.92717326,0.8021121699220612,25.435917702480943,0.005447160239524271,0.2995804300599485
0.9572183,0.8434403506625351,26.950884683107663,0.002674465320179338,0.21606205705327716
0.94214267,0.8575011391125769,28.305447972315232,0.0030043213677653675,0.17446340519062647
0.9341287,0.8237153495692014,28.288329074598654,0.0037836289039358834,0.2379872585861617
0.9223796,0.7936960898013106,26.115152876829807,0.004154690907440504,0.25118447653875964
0.9604387,0.8620255210613013,32.186733589750204,0.000373824068842456,0.18401441136573435
0.85897803,0.6824306856424718,22.346323682297594,0.004159999433034152,0.35169443451520427
0.96267456,0.8582647307615169,28.29083508711712,0.0023821958169055147,0.2133376388405585
0.9498225,0.8653656021796167,28.710011193386038,0.0031815629778812766,0.16822690448953095
0.9022611,0.7691840275239646,23.20663722814695,0.0038390451256332557,0.3900083399712835
0.91742575,0.7928495542696771,25.804611406351505,0.004331678263393371,0.3646844103753072
0.9056586,0.7560948391292095,24.793002522822917,0.0024094410147185484,0.27652502073577
0.93710864,0.8360459749773629,25.741814295618614,0.0026955216332148067,0.19720452106726022
0.9073287,0.7404792083496181,23.27986398580297,0.004984964732039559,0.2307640451144574
0.9401237,0.8411860617023921,26.459718977048,0.002304330321463134,0.17945976787541001
0.94110394,0.8290174159882069,30.05552463714504,0.00113176560215202,0.17853860787375514
0.968395,0.9012938883948922,28.725738041017443,0.0026124828079402396,0.16131884152274556
0.8837508,0.7047342241235948,21.74402810876025,0.0034429820092311096,0.36812133949797576
0.9363657,0.8304134490262642,26.523735018763823,0.005968006304791532,0.22963466925302956
0.92709744,0.7958449142951174,25.88205679929962,0.0030233501428402944,0.194578713037335
0.9432744,0.8156583873604462,26.513730810358354,0.002647726337152051,0.2312681554177559
0.9284288,0.7963034234708846,27.797543191779724,0.0008276541303251619,0.1841860810032723
0.9687128,0.9087436768489778,29.621595618689007,0.0006309546017018483,0.24134344203773717
0.9441803,0.8511493153673783,26.287030889631797,0.0017865625355375204,0.2075790210536672
0.9256233,0.8529577797009945,29.557643438897223,0.007054192639273748,0.38549475387172155
0.9699775,0.9076176318576336,30.294349108072822,0.001079559351053499,0.18765981545375526
0.90031725,0.7468657329584342,26.754103679903196,0.0030366717517949517,0.2968476426778325
0.95736104,0.8687657538850159,28.358885845867924,0.0018055626743883858,0.20381737900485825
0.9559599,0.8777061095481422,29.544590952758934,0.003248484194504541,0.18956051727854387
0.92589396,0.7997527695751376,24.82233896757763,0.007331728381615698,0.26247384550817116
0.91376686,0.7807685367329663,24.828647098040776,0.004032174342239855,0.276195428529304
0.9515166,0.877434051621735,29.03475862260528,0.004018108558815829,0.20202092220743598
0.95345896,0.8505384941256195,27.633925630558206,0.002565989085069129,0.22405122602774102
0.8830081,0.6611938285585331,25.28778255110769,0.004527966550034174,0.3304754986485198
0.9414422,0.8518892785940196,28.855549583457684,0.001088562124459837,0.2007342094666945
0.95947784,0.8862858735433761,28.30888714764585,0.002724083627326993,0.19026963871237076
0.9464454,0.8670880243641734,30.02413815224939,0.0021675368783716674,0.1513652067208699
0.9670407,0.8854596592419743,33.16182308312866,0.0004521825339920254,0.1899872885383207
0.90845627,0.7848091891250922,23.937375456094866,0.0047356315684175245,0.31912915620062987
0.9134311,0.7811540829473949,25.435951901420346,0.0015474875091498715,0.19623812621675008
0.96164036,0.8827892072165012,30.12284565475757,0.0034100709488324057,0.16164855434015424
0.954432,0.8780108237441704,28.53305095081766,0.0015290262106218793,0.206416337812438
0.9566944,0.8702351631093025,29.952684243126633,0.010239252172978431,0.3284922378999806
0.94020945,0.8350476314606518,27.196648389106812,0.0016974273208604056,0.2090718576941439
0.9232362,0.8059978179405537,26.497845127350264,0.005204754574633102,0.2288103000398766
0.95396686,0.8694655254261195,28.907537356833565,0.0006742832179119201,0.22839469735799492
0.9378489,0.8262450374083845,26.309940299559717,0.007168508118615813,0.25770948939276866
0.9371437,0.83162847444278,29.727175142086082,0.0024359414457445832,0.1979952719404064
0.92808807,0.8302944109359691,26.17246053640777,0.013492296844940216,0.3688226906359426
0.9640528,0.8507719521332346,27.408673020640393,0.004307431289156164,0.23492223918165708
0.9517913,0.8768878003656864,29.859946842156546,0.001899732300285444,0.18470227998733565
0.9382774,0.83332614254044,28.41055771023627,0.0036717399062782437,0.17873838233730407
0.9361916,0.8440710665295422,28.77020221996399,0.0017537760623440807,0.19454691447672504
0.9451057,0.8369811745262146,28.55962539980407,0.0037540025904055727,0.1963305714269703
0.7922748,0.4807379859410449,17.519753290386927,0.004419388243080775,0.4335582404451638
0.9219167,0.7915575657286295,27.409584800030927,0.00048621671628820397,0.3451120346570881
0.91952676,0.8054498240865469,25.51699728090425,0.005853222149139536,0.36636064803922863
0.8779522,0.6295959980247351,23.70047817662841,0.004406063089334955,0.43868703931009145
0.95700526,0.8796116641161517,31.293654237905947,0.0012679166541600183,0.2435027219131765
0.9288799,0.807805488372147,24.77154187009967,0.003420769346444784,0.2915214223066674
0.8142297,0.5843930153521816,19.187119475414857,0.0019749382693532436,0.4224719210303232
0.8203665,0.3676862980214187,20.545746049919718,0.0041651089266194884,0.46445428216924706
0.95081,0.8569436435441123,28.499512261441144,0.0027322870217740113,0.2101757487129732
0.95251524,0.850809220606029,28.010134131457622,0.002647242844294934,0.22757094551776685
0.9573865,0.8827853226161748,28.47409175240383,0.0034656500885110932,0.20413229427526997
0.93539405,0.8163217550773026,26.34427222758328,0.005839257113416789,0.196294999851493
0.87915975,0.7186659555037469,22.94888102812791,0.0021920042886513095,0.3113237184332086
0.96668214,0.8959933778831363,29.00246792949295,0.0026459496015141548,0.14738868903668068
0.9525799,0.8368062369231551,26.94287341058885,0.002651176483831041,0.21080785070626853
0.80813646,0.5901726576464337,21.349697878983072,0.007428818691944922,0.46672588963930045
0.9545895,0.8874728993589878,33.49341574356398,0.003584166871835514,0.23845219464991896
0.91302305,0.8025624230529107,26.57670185266989,0.00239522453069109,0.3876275662482834
0.9268633,0.804362720889926,25.531643765883313,0.0023457140493889687,0.3986724079936771
0.90048516,0.7695479701238417,26.918612953278448,0.0027599090820220025,0.3825391486458039
0.97170544,0.921123654912481,32.63148209557806,0.0025857433037713064,0.20598293376247412
0.9183715,0.812152740250364,26.560788085432723,0.002596785183529406,0.4278532629827844
0.7597577,0.5617937909538275,18.75479696751011,0.0026728827975084466,0.4480295224971003
0.8338275,0.6504436816250323,17.886673390325015,0.00800591204215232,0.4631755092338883
0.860847,0.6746219308653996,20.893590792845657,0.0053184852049128735,0.28984991194631177
0.9094862,0.7654701989291542,24.34098129410771,0.003494492913113844,0.20631280302495283
0.94866085,0.8059658340041084,27.98717885519553,0.00045735213338919835,0.23546898897101315
0.89193416,0.752046940331724,21.714261988843337,0.007892697340875785,0.3264909917581743
0.92370003,0.8183850232726335,25.93868621987278,0.007599316056425191,0.3997308411999424
0.94684094,0.8640109767115861,28.29180484150154,0.002301233845591678,0.24116294637553495
0.9461915,0.8496799515008405,28.618149333063112,0.0005244742249341743,0.2452865569074985
0.9236875,0.7590579009070315,31.422835531638988,0.0006658322310932629,0.24746004591699955
0.824935,0.5788711093817316,18.557312603958124,0.0030271229228196438,0.48105458300842396
0.8604395,0.6421743843906251,21.08976470425062,0.006876365087294497,0.35625933933996934
0.9551184,0.8736469366627335,28.90341559650534,0.0018573090719760828,0.20608274175692085
0.96585727,0.8614875482842326,26.456798784944002,0.005515149669099407,0.26058630281663736
0.9666855,0.9021252425458431,32.77658414284134,0.0009282241332994007,0.227063207303435
0.94389474,0.8485992994452082,26.67647942725572,0.001749701872587673,0.19270205389911052
0.9417836,0.8405193323806375,28.907644895501072,0.0028677439055473353,0.18769162956153096
0.9196335,0.7958769519917592,24.670968108827047,0.0022050452068585625,0.39979718605379383
0.924824,0.8070065103993229,27.788362320280857,0.001620957687960951,0.20477932702698665
0.9432028,0.8460186311500035,26.96766125874099,0.0037006833482515,0.21856533292166358
0.95146704,0.837133501532495,26.91920841812452,0.005006757107871415,0.24043875871580564
0.8874981,0.7357444045981644,20.30979318832599,0.005031237592234615,0.37558284433507544
0.924495,0.8054761948497892,25.96821814795895,0.004994841958078611,0.33130540218154964
0.9496061,0.8543106091707945,28.078415408438406,0.004654294135797663,0.24398429926423915
0.9411302,0.8340087213472426,27.510164278378202,0.0022122844946559786,0.20060717444548132
0.95342135,0.866420001475662,28.408791020147422,0.004653255651043951,0.2561097987561397
0.95816684,0.8818009497637749,29.146608352023588,0.0044683257170984635,0.1804269605296902
0.9583049,0.8846606342561245,30.33267300472826,0.0019348424809087013,0.2055585839582885
0.95395976,0.8694525614237786,29.217966710127897,0.0018082103069001047,0.2002061538744223
0.8749706,0.7275181505182573,21.64322267755491,0.009770698629418807,0.3796344334432985
0.853541,0.6795866614394626,22.384953168551746,0.0043725506328020115,0.3605672550066752
0.9559115,0.8789610220303722,29.525194349547718,0.0031199931299113427,0.18577374024506887
0.95425177,0.8539134681958407,29.030604714567204,0.0017369185542744961,0.2993996115123539
0.9273554,0.809420422934453,25.871132966906586,0.003574177857930407,0.20311287633374805
0.96058875,0.8897609593405723,31.504237777978993,0.005058622031863633,0.3198301280402635
0.9599186,0.8795781104052365,28.594352020575457,0.002290481685902796,0.18940123591260588
0.88267946,0.7035811783204055,22.349500115532997,0.004125762394194455,0.28964197010245063
0.9451295,0.8472618831357509,28.734920370921927,0.0021813471351037478,0.18071224796864488
0.9150923,0.7801605511604894,26.40055113412739,0.003114748447649012,0.22603255346027276
0.9377444,0.8286889511776566,29.67391728290472,0.002428259184977036,0.1976828152417608
